player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
1381,Irfan Ahmed,/a/img/v1/152x152/i1/c153398/irfan-ahmed.jpg," Nov 20, 1989 (31 years) ", Bahawalpur , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1382,Courtney Kruger,/a/img/v1/152x152/i1/c182026/courtney-kruger.jpg," Feb 18, 1988 (33 years) ", -- , -- , Batsman , Right Handed Bat ," Island Warriors, Galaxy Gladiators Lantau "
1383,Roy Lamsam,/a/img/v1/152x152/i1/c182026/roy-lamsam.jpg," May 15, 1980 (41 years) ", Hong Kong , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1384,Munir Dar,/a/img/v1/152x152/i1/c182026/munir-dar.jpg," Apr 12, 1974 (47 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Hong Kong, Lantau Galaxy Riders, HKI United, Galaxy Gladiators Lantau "
1385,Nadeem Ahmed,/a/img/v1/152x152/i1/c153406/nadeem-ahmed.jpg," Sep 28, 1987 (34 years) ", Bahawalpur , -- , Bowler , Right Handed Bat , Left-arm orthodox 
1386,Najeeb Amar,/a/img/v1/152x152/i1/c182026/najeeb-amar.jpg," Sep 25, 1971 (50 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Hong Kong, Kowloon Cantons "
1387,Skhawat Ali,/a/img/v1/152x152/i1/c182026/skhawat-ali.jpg," Apr 05, 1985 (36 years) ", Hong Kong , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1389,Zain Abbas,/a/img/v1/152x152/i1/c182026/zain-abbas.jpg," Apr 16, 1986 (35 years) ", -- , -- , Batting Allrounder , Right Handed Bat , 
1390,Ajantha Mendis,/a/img/v1/152x152/i1/c155160/ajantha-mendis.jpg," Mar 11, 1985 (36 years) ", Moratuwa , -- , Bowler , Right Handed Bat , Right-arm offbreak 
1391,Mahela Udawatte,/a/img/v1/152x152/i1/c153249/mahela-udawatte.jpg," Jul 19, 1986 (35 years) ", Colombo , -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
1392,Kaushalya Weeraratne,/a/img/v1/152x152/i1/c182026/kaushalya-weeraratne.jpg," Jan 29, 1981 (40 years) ", Gampola , -- , Batting Allrounder , Left Handed Bat , Right-arm fast-medium 
1393,Mosharraf Hossain,/a/img/v1/152x152/i1/c182026/mosharraf-hossain.jpg," Nov 20, 1981 (39 years) ", Dhaka , -- , Bowler , Left Handed Bat , Left-arm orthodox 
1394,Andre Fletcher,/a/img/v1/152x152/i1/c146338/andre-fletcher.jpg," Nov 28, 1987 (33 years) "," La Tante, Grenada ", -- , WK-Batsman , Right Handed Bat ," West Indies, Stanford Superstars, Saint Lucia Kings, West Indies A, Khulna Titans, Peshawar Zalmi, West Indies Cricket Board President XI, Sylhet Sixers, Edmonton Royals, Nangarhar Leopards, Pakhtoons, Brampton Wolves, Bangla Tigers, Flying Oryx, Sylhet Thunder, Melbourne Stars "
1395,William Perkins,/a/img/v1/152x152/i1/c182026/william-perkins.jpg," Oct 08, 1986 (35 years) ", Barbados , -- , WK-Batsman , Right Handed Bat ," Trinidad and Tobago, Guyana Amazon Warriors, Barbados Royals, Trinbago Knight Riders, West Indies Legends "
1396,Luke Ronchi,/a/img/v1/152x152/i1/c146398/luke-ronchi.jpg," Apr 23, 1981 (40 years) "," Dannevirke, Manawatu, New Zealand ", 1.80 m , WK-Batsman , Right Handed Bat ," Australia, Australia A, Mumbai Indians, Western Australia, Perth Scorchers, New Zealand, New Zealand A, Somerset, Wellington, Warwickshire, Leicestershire, Guyana Amazon Warriors, Chittagong Vikings, Hong Kong Island United, Islamabad United, World XI, Edmonton Royals, Kabul Zwanan, Punjabi Legends, Rotterdam Rhinos, Qalandars "
1397,Patrick Browne,/a/img/v1/152x152/i1/c157091/patrick-browne.jpg," Jan 26, 1982 (39 years) "," Bayfield, St Philip, Barbados ", -- , WK-Batsman , Right Handed Bat ," West Indies, Worcestershire "
1398,Richie Berrington,/a/img/v1/152x152/i1/c171155/richie-berrington.jpg," Apr 03, 1987 (34 years) "," Pretoria, South Africa ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1399,Gordon Goudie,/a/img/v1/152x152/i1/c153784/gordon-goudie.jpg," Aug 12, 1987 (34 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
1400,Peter Connell,/a/img/v1/152x152/i1/c182026/peter-connell.jpg," Aug 13, 1981 (40 years) "," Dannevirke, New Zealand ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1401,Chris Dougherty,/a/img/v1/152x152/i1/c182026/chris-dougherty.jpg," Jan 16, 1988 (33 years) ", -- , -- , Bowler , Right Handed Bat , Ireland 
1402,Andrew Poynter,/a/img/v1/152x152/i1/c153793/andrew-poynter.jpg," Apr 25, 1987 (34 years) "," Hammersmith, London ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
1403,Ryan Haire,/a/img/v1/152x152/i1/c182026/ryan-haire.jpg," May 01, 1981 (40 years) "," Dundonald, Co Roscommon ", -- , Batsman , Left Handed Bat , Right-arm legbreak 
1404,Nikita Miller,/a/img/v1/152x152/i1/c157859/nikita-miller.jpg," May 16, 1982 (39 years) "," St. Elizabeth, Jamaica ", -- , Bowler , Right Handed Bat , Left-arm orthodox 
1405,Shawn Findlay,/a/img/v1/152x152/i1/c182026/shawn-findlay.jpg," Mar 03, 1984 (37 years) "," Mandeville, Jamaica ", -- , Bowler , Left Handed Bat , Right-arm medium 
1406,Darren Pattinson,/a/img/v1/152x152/i1/c182026/darren-pattinson.jpg," Aug 02, 1979 (42 years) "," Grimsby, Lincolnshire, England ", -- , -- , Right Handed Bat , Right-arm fast-medium 
1407,Jeroen Brand,/a/img/v1/152x152/i1/c182026/jeroen-brand.jpg," May 03, 1983 (38 years) ", -- , -- , Bowler , Right Handed Bat , 
1408,Mudassar Bukhari,/a/img/v1/152x152/i1/c155941/mudassar-bukhari.jpg," Dec 26, 1983 (37 years) "," Gujrat, Punjab, Pakistan ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1409,Tom de Grooth,/a/img/v1/152x152/i1/c155425/tom-de-grooth.jpg," May 14, 1979 (42 years) ", The Hague , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1410,Geert-Maarten Mol,/a/img/v1/152x152/i1/c182026/geert-maarten-mol.jpg," Oct 12, 1983 (38 years) ", The Hague , -- , Bowler , Right Handed Bat , Right-arm medium 
1411,Henk-Jan Mol,/a/img/v1/152x152/i1/c182026/henk-jan-mol.jpg," Mar 29, 1977 (44 years) ", The Hague , -- , Bowler , Left Handed Bat , Left-arm medium 
1412,Pieter Seelaar,/a/img/v1/152x152/i1/c155439/pieter-seelaar.jpg," Jul 02, 1987 (34 years) ", Schiedam , -- , Bowling Allrounder , Right Handed Bat , Left-arm orthodox 
1413,Virat Kohli,/a/img/v1/152x152/i1/c170661/virat-kohli.jpg," Nov 05, 1988 (32 years) ", Delhi , 5 ft 9 in (175 cm) , Batsman , Right Handed Bat , Right-arm medium 
1414,Samit Patel,/a/img/v1/152x152/i1/c158546/samit-patel.jpg," Nov 30, 1984 (36 years) ", Leicester , 5 ft 8 in , Batting Allrounder , Right Handed Bat , Left-arm orthodox 
1415,Kyle Coetzer,/a/img/v1/152x152/i1/c171146/kyle-coetzer.jpg," Apr 14, 1984 (37 years) ", Aberdeen , 5 ft 11 in , Batsman , Right Handed Bat , Right-arm fast-medium 
1416,Calum MacLeod,/a/img/v1/152x152/i1/c171150/calum-macleod.jpg," Nov 15, 1988 (32 years) "," Glasgow, Lanarkshire ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1417,Leon Johnson,/a/img/v1/152x152/i1/c182026/leon-johnson.jpg," Aug 08, 1987 (34 years) "," Georgetown, Demerara ", -- , Bowler , Left Handed Bat , Left-arm orthodox 
1418,Brendan Nash,/a/img/v1/152x152/i1/c157792/brendan-nash.jpg," Dec 14, 1977 (43 years) "," Attadale, Western Australia ", 1.73 m , -- , Left Handed Bat , Left-arm medium 
1419,Harvir Baidwan,/a/img/v1/152x152/i1/c157057/harvir-baidwan.jpg," Jul 31, 1987 (34 years) "," Chandigarh, India ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1421,Sami Faridi,/a/img/v1/152x152/i1/c182026/sami-faridi.jpg," Sep 07, 1983 (38 years) "," Jeddah, Saudi Arabia ", -- , Bowler , Right Handed Bat , Left-arm chinaman 
1422,Ruvindu Gunasekera,/a/img/v1/152x152/i1/c156251/ruvindu-gunasekera.jpg," Jul 20, 1991 (30 years) ", Colombo , -- , Batsman , Left Handed Bat , Right-arm legbreak 
1424,Karun Jethi,/a/img/v1/152x152/i1/c182026/karun-jethi.jpg," Dec 19, 1983 (37 years) "," Delhi, India ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
1425,Eion Katchay,/a/img/v1/152x152/i1/c182026/eion-katchay.jpg," Dec 08, 1977 (43 years) "," Georgetown, Guyana ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1426,Rizwan Cheema,/a/img/v1/152x152/i1/c155650/rizwan-cheema.jpg," Aug 15, 1978 (43 years) ", Pakistan , -- , Batsman , Right Handed Bat , Right-arm medium 
1427,Oronde Bascome,/a/img/v1/152x152/i1/c182026/oronde-bascome.jpg," Mar 08, 1988 (33 years) ", Bermuda , -- , Bowler , Right Handed Bat , Right-arm medium 
1428,Chris Douglas,/a/img/v1/152x152/i1/c182026/chris-douglas.jpg," Nov 20, 1989 (31 years) ", Bermuda , -- , Bowler , Left Handed Bat , Right-arm offbreak 
1430,Ryan Steede,/a/img/v1/152x152/i1/c155585/ryan-steede.jpg," Sep 11, 1975 (46 years) ", Bermuda , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1431,Dennico Hollis,/a/img/v1/152x152/i1/c155573/dennico-hollis.jpg," Aug 17, 1988 (33 years) ", Bermuda , -- , Bowler , Right Handed Bat , Bermuda 
1432,Zubin Surkari,/a/img/v1/152x152/i1/c182026/zubin-surkari.jpg," Feb 26, 1980 (41 years) "," Toronto, Ontario ", -- , Batsman , Right Handed Bat , Right-arm medium 
1433,Balaji Rao,/a/img/v1/152x152/i1/c157076/balaji-rao.jpg," Mar 04, 1978 (43 years) "," Madras (now Chennai), Tamil Nadu ", -- , Captain , Left Handed Bat , Right-arm legbreak 
1434,Rakep Patel,/a/img/v1/152x152/i1/c154446/rakep-patel.jpg," Jul 12, 1989 (32 years) "," Nairobi, Kenya ", -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
1435,Brett Geeves,/a/img/v1/152x152/i1/c152433/brett-geeves.jpg," Jun 13, 1982 (39 years) "," Claremont, Tasmania ", 1.85 m , Bowler , Right Handed Bat , Right-arm fast-medium 
1436,Regan West,/a/img/v1/152x152/i1/c182026/regan-west.jpg," Apr 27, 1979 (42 years) "," New Plymouth, Taranaki ", -- , -- , Left Handed Bat ," Ireland, New Zealand U19 "
1437,Moises Henriques,/a/img/v1/152x152/i1/c152405/moises-henriques.jpg," Feb 01, 1987 (34 years) "," Funchal, Portugal ", 1.87 m , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1438,Phillip Hughes,/a/img/v1/152x152/i1/c151549/phillip-hughes.jpg," Nov 30, 1988 "," Nov 27, 2014 (25 years) "," Macksville, New South Wales ", -- , Batsman , Left Handed Bat 
1439,Marcus North,/a/img/v1/152x152/i1/c151569/marcus-north.jpg," Jul 28, 1979 (42 years) "," Pakenham, Melbourne, Victoria ", 1.86 m , Batsman , Left Handed Bat , Right-arm offbreak 
1440,George Bailey,/a/img/v1/152x152/i1/c182026/george-bailey.jpg," Sep 07, 1982 (39 years) "," Launceston, Tasmania ", 1.78 m , Batsman , Right Handed Bat , Right-arm medium 
1442,Ryan Harris,/a/img/v1/152x152/i1/c151554/ryan-harris.jpg," Oct 11, 1979 (42 years) "," Nowra, New South Wales ", 5 ft 10 in , Bowler , Right Handed Bat , Right-arm fast 
1443,Jason Krejza,/a/img/v1/152x152/i1/c151579/jason-krejza.jpg," Jan 14, 1983 (38 years) "," Newtown, Sydney, New South Wales ", 1.84 m , Bowler , Right Handed Bat , Right-arm offbreak 
1444,Peter Siddle,/a/img/v1/152x152/i1/c156078/peter-siddle.jpg," Nov 25, 1984 (36 years) "," Traralgon, Victoria ", 1.87 m , Bowler , Right Handed Bat , Right-arm fast-medium 
1445,Bryce McGain,/a/img/v1/152x152/i1/c182026/bryce-mcgain.jpg," Mar 25, 1972 (49 years) "," Mornington, Victoria ", 1.82 m , -- , Right Handed Bat , Right-arm legbreak 
1446,Shikhar Dhawan,/a/img/v1/152x152/i1/c170660/shikhar-dhawan.jpg," Dec 05, 1985 (35 years) ", Delhi , -- , Batsman , Left Handed Bat , Right-arm offbreak 
1447,Ajinkya Rahane,/a/img/v1/152x152/i1/c171082/ajinkya-rahane.jpg," Jun 06, 1988 (33 years) "," Ashwi-KD, Maharashtra ", -- , Batsman , Right Handed Bat , Right-arm medium 
1448,Cheteshwar Pujara,/a/img/v1/152x152/i1/c153263/cheteshwar-pujara.jpg," Jan 25, 1988 (33 years) "," Rajkot, Gujarat ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
1449,Vinay Kumar,/a/img/v1/152x152/i1/c153866/vinay-kumar.jpg," Feb 12, 1984 (37 years) "," Davanagere, Karnataka ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1450,Sudeep Tyagi,/a/img/v1/152x152/i1/c182026/sudeep-tyagi.jpg," Sep 17, 1987 (34 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1451,Dhawal Kulkarni,/a/img/v1/152x152/i1/c156291/dhawal-kulkarni.jpg," Dec 10, 1988 (32 years) "," Bombay, Maharashtra ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1452,Mohnish Parmar,/a/img/v1/152x152/i1/c182026/mohnish-parmar.jpg," Apr 12, 1988 (33 years) ", -- , -- , Bowler , Right Handed Bat ," Kolkata Knight Riders, India "
1454,Amit Mishra,/a/img/v1/152x152/i1/c153362/amit-mishra.jpg," Nov 24, 1982 (38 years) ", Delhi , -- , Bowler , Right Handed Bat , Right-arm legbreak 
1456,Neil Broom,/a/img/v1/152x152/i1/c154467/neil-broom.jpg," Nov 20, 1983 (37 years) "," Christchurch, Canterbury ", -- , Batsman , Right Handed Bat , Right-arm medium 
1457,Martin Guptill,/a/img/v1/152x152/i1/c170731/martin-guptill.jpg," Sep 30, 1986 (35 years) ", Auckland , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1459,BJ Watling,/a/img/v1/152x152/i1/c156012/bj-watling.jpg," Jul 09, 1985 (36 years) "," Durban, South Africa ", -- , WK-Batsman , Right Handed Bat ," New Zealand, New Zealand U19, Northern Knights, New Zealand A, Durham, Lancashire, Team Williamson "
1460,Reece Young,/a/img/v1/152x152/i1/c182026/reece-young.jpg," Sep 15, 1979 (42 years) ", -- , -- , WK-Batsman , Right Handed Bat ," New Zealand, New Zealand A "
1462,Swapnil Asnodkar,/a/img/v1/152x152/i1/c182026/swapnil-asnodkar.jpg," Mar 29, 1984 (37 years) "," Porvorim, Goa, India ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
1463,Abhishek Nayar,/a/img/v1/152x152/i1/c156298/abhishek-nayar.jpg," Oct 08, 1983 (38 years) "," Secunderabad, Hyderabad ", -- , Batting Allrounder , Left Handed Bat , Right-arm medium 
1464,Dwaraka Ravi Teja,/a/img/v1/152x152/i1/c182026/dwaraka-ravi-teja.jpg," Sep 05, 1987 (34 years) ", -- , -- , Batsman , Right Handed Bat ," Deccan Chargers, Hyderabad, Sunrisers Hyderabad, South Zone, Andhra, Meghalaya "
1465,Wriddhiman Saha,/a/img/v1/152x152/i1/c171058/wriddhiman-saha.jpg," Oct 24, 1984 (36 years) ", Shaktigarh , -- , WK-Batsman , Right Handed Bat ," Board Presidents XI, Kolkata Knight Riders, India, Chennai Super Kings, India Red, India A, Rest of India, Bengal, East Zone, Indians, Punjab Kings, Mohun Bagan, Sunrisers Hyderabad "
1466,Jaydev Shah,/a/img/v1/152x152/i1/c182026/jaydev-shah.jpg," May 04, 1983 (38 years) "," Rajkot, Gujarat ", -- , Batsman , Left Handed Bat , Right-arm offbreak 
1467,Ashok Dinda,/a/img/v1/152x152/i1/c155140/ashok-dinda.jpg," Mar 25, 1984 (37 years) "," Medinipur, Calcutta (now Kolkata) ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1468,Rajat Bhatia,/a/img/v1/152x152/i1/c182026/rajat-bhatia.jpg," Oct 22, 1979 (41 years) ", Delhi , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
1469,Mayank Tehlan,/a/img/v1/152x152/i1/c182026/mayank-tehlan.jpg," Oct 11, 1986 (35 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Delhi Capitals 
1471,Chetanya Nanda,/a/img/v1/152x152/i1/c182026/chetanya-nanda.jpg," Mar 29, 1979 (42 years) ", -- , -- , -- , Right Handed Bat , Mumbai Indians 
1472,Pradeep Sangwan,/a/img/v1/152x152/i1/c153373/pradeep-sangwan.jpg," Nov 05, 1990 (30 years) "," Rasiwas, Delhi ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
1473,Jeevantha Kulatunga,/a/img/v1/152x152/i1/c182026/jeevantha-kulatunga.jpg," Nov 02, 1973 (47 years) ", Kurunegala , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1475,Taurai Muzarabani,/a/img/v1/152x152/i1/c182026/taurai-muzarabani.jpg," Mar 27, 1987 (34 years) ", -- , -- , Bowler , Right Handed Bat ," Zimbabwe, Zimbabwe A "
1477,Yogesh Takawale,/a/img/v1/152x152/i1/c182026/yogesh-takawale.jpg," Nov 05, 1984 (36 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Tripura, Royal Challengers Bangalore, Mumbai Indians, SoBo SuperSonics, Nagaland "
1478,Abzal Dean,/a/img/v1/152x152/i1/c155672/abzal-dean.jpg," Feb 23, 1983 (38 years) "," San Fernando, Trinidad ", -- , Bowler , Left Handed Bat , Right-arm offbreak 
1530,Stuart Binny,/a/img/v1/152x152/i1/c156296/stuart-binny.jpg," Jun 03, 1984 (37 years) "," Bangalore, Karnataka ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1565,Naved-ul-Hasan,/a/img/v1/152x152/i1/c157130/naved-ul-hasan.jpg," Feb 28, 1978 (43 years) "," Sheikhupura, Punjab ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1583,Imrul Kayes,/a/img/v1/152x152/i1/c148273/imrul-kayes.jpg," Feb 02, 1987 (34 years) "," Meherpur, Kushtia ", -- , Batsman , Left Handed Bat ," Bangladesh, Sylhet Royals, Rangpur Riders, Bangladesh A, Bangladesh Cricket Board XI, Comilla Victorians, BCB Select XI, Chattogram Challengers, Gemcon Khulna "
1584,Naeem Islam,/a/img/v1/152x152/i1/c156219/naeem-islam.jpg," Dec 31, 1986 (34 years) ", Gaibandha , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
1585,Mahbubul Alam,/a/img/v1/152x152/i1/c182026/mahbubul-alam.jpg," Dec 01, 1983 (37 years) "," Faridpur, Dhaka ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1589,Shoaib Khan,/a/img/v1/152x152/i1/c182026/shoaib-khan.jpg," Apr 13, 1985 (36 years) ", Bostan , -- , Batsman , Left Handed Bat , Right-arm fast-medium 
1590,Sandeep Jyoti,/a/img/v1/152x152/i1/c156247/sandeep-jyoti.jpg," Dec 14, 1973 (47 years) "," Shimla, India ", -- , Captain , Right Handed Bat , Right-arm offbreak 
1591,Cephas Zhuwao,/a/img/v1/152x152/i1/c148338/cephas-zhuwao.jpg," Dec 15, 1984 (36 years) ", Harare , -- , Batting Allrounder , Left Handed Bat , Right-arm legbreak 
1592,Seren Waters,/a/img/v1/152x152/i1/c182026/seren-waters.jpg," Apr 11, 1990 (31 years) "," Nairobi, Kenya ", 6 ft 0 in , Batting Allrounder , Right Handed Bat , Right-arm legbreak 
1593,Ravichandran Ashwin,/a/img/v1/152x152/i1/c153372/ravichandran-ashwin.jpg," Sep 17, 1986 (35 years) "," Chennai, Tamil Nadu ", -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
1594,Siddharth Trivedi,/a/img/v1/152x152/i1/c182026/siddharth-trivedi.jpg," Sep 04, 1982 (39 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
1595,Arjun Yadav,/a/img/v1/152x152/i1/c182026/arjun-yadav.jpg," Dec 23, 1981 (39 years) ", -- , -- , Batsman , Right Handed Bat ," Deccan Chargers, Hyderabad "
1596,Faiz Fazal,/a/img/v1/152x152/i1/c182026/faiz-fazal.jpg," Sep 07, 1985 (36 years) "," Nagpur, Maharashtra ", -- , Batsman , Left Handed Bat , Right-arm medium 
1597,Murali Vijay,/a/img/v1/152x152/i1/c153931/murali-vijay.jpg," Apr 01, 1984 (37 years) ", Chennai , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1598,Abhinav Kumar,/a/img/v1/152x152/i1/c182026/abhinav-kumar.jpg," Nov 07, 1984 (36 years) ", -- , -- , Batsman , Right Handed Bat ," Hyderabad, Deccan Chargers "
1599,Naman Ojha,/a/img/v1/152x152/i1/c153695/naman-ojha.jpg," Jul 20, 1983 (38 years) "," Ujjain, Madhya Pradesh ", -- , WK-Batsman , Right Handed Bat ," Rajasthan Royals, India, Madhya Pradesh, Delhi Capitals, India A, Central Zone, India Blue, Sunrisers Hyderabad, Indians, Rest of India, Indian Board Presidents XI, India B, India Legends "
1600,Laxmi Shukla,/a/img/v1/152x152/i1/c182026/laxmi-shukla.jpg," May 06, 1981 (40 years) "," Howrah (now Haora), Bengal ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1601,Saurabh Tiwary,/a/img/v1/152x152/i1/c192647/saurabh-tiwary.jpg," Dec 30, 1989 (31 years) "," Jamshedpur, Bihar ", -- , Batsman , Left Handed Bat ," Mumbai Indians, India, Board Presidents XI, Royal Challengers Bangalore, India Blue, East Zone, Jharkhand, Delhi Capitals, Rising Pune Supergiant, India Green "
1602,Lionel Baker,/a/img/v1/152x152/i1/c152647/lionel-baker.jpg," Sep 06, 1984 (37 years) ", Montserrat , -- , Bowler , Left Handed Bat , Right-arm fast-medium 
1604,Travis Dowlin,/a/img/v1/152x152/i1/c182026/travis-dowlin.jpg," Feb 24, 1977 (44 years) "," Guyhock Gardens, Georgetown, Demerara, Guyana ", -- , -- , Right Handed Bat , Right-arm offbreak 
1609,Samuel Badree,/a/img/v1/152x152/i1/c146362/samuel-badree.jpg," Mar 09, 1981 (40 years) "," Barrackpore, Trinidad ", -- , Bowler , Right Handed Bat , Right-arm legbreak 
1610,Darren Bravo,/a/img/v1/152x152/i1/c170790/darren-bravo.jpg," Feb 06, 1989 (32 years) ", Trinidad , -- , Batsman , Left Handed Bat , Right-arm fast-medium 
1611,Kevon Cooper,/a/img/v1/152x152/i1/c157864/kevon-cooper.jpg," Feb 16, 1989 (32 years) ", Trinidad , -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
1615,Navin Stewart,/a/img/v1/152x152/i1/c182026/navin-stewart.jpg," Jun 13, 1983 (38 years) ", -- , -- , Bowler , Right Handed Bat ," Trinidad and Tobago, Guyana Amazon Warriors, Barbados Royals "
1625,Sherwin Ganga,/a/img/v1/152x152/i1/c157800/sherwin-ganga.jpg," Feb 13, 1982 (39 years) ", -- , -- , Bowling Allrounder , Left Handed Bat , Trinidad and Tobago 
1626,Johann Louw,/a/img/v1/152x152/i1/c157328/johann-louw.jpg," Apr 12, 1979 (42 years) "," Cape Town, Cape Province ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1627,Rory Kleinveldt,/a/img/v1/152x152/i1/c157820/rory-kleinveldt.jpg," Mar 15, 1983 (38 years) "," Cape Town, Cape Province ", -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
1628,Ryan McLaren,/a/img/v1/152x152/i1/c157689/ryan-mclaren.jpg," Feb 09, 1983 (38 years) "," Kimberley, Cape Province ", -- , Bowling Allrounder , Left Handed Bat , Right-arm fast-medium 
1629,Angelo Mathews,/a/img/v1/152x152/i1/c170706/angelo-mathews.jpg," Jun 02, 1987 (34 years) ", Colombo , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1630,Shingirai Masakadza,/a/img/v1/152x152/i1/c153360/shingirai-masakadza.jpg," Sep 04, 1986 (35 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1631,Forster Mutizwa,/a/img/v1/152x152/i1/c152872/forster-mutizwa.jpg," Aug 24, 1985 (36 years) ", Harare , -- , Bowler , Right Handed Bat , Right-arm offbreak 
1640,Steve Magoffin,/a/img/v1/152x152/i1/c180279/steve-magoffin.jpg," Dec 17, 1979 (41 years) "," Corinda, Queensland ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1641,Aiden Blizzard,/a/img/v1/152x152/i1/c180284/aiden-blizzard.jpg," Jun 27, 1984 (37 years) ", -- , 1.76m , Batsman , Left Handed Bat , Left-arm medium 
1643,Aaron Finch,/a/img/v1/152x152/i1/c170630/aaron-finch.jpg," Nov 17, 1986 (34 years) "," Colac, Victoria ", 1.74 m , Batsman , Right Handed Bat , Left-arm orthodox 
1644,John Hastings,/a/img/v1/152x152/i1/c155654/john-hastings.jpg," Nov 04, 1985 (35 years) "," Penrith, New South Wales ", 1.95 m , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
1645,Andrew McDonald,/a/img/v1/152x152/i1/c152428/andrew-mcdonald.jpg," Jun 05, 1981 (40 years) "," Wodonga, Victoria ", 1.94 m , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1646,Clint McKay,/a/img/v1/152x152/i1/c180330/clint-mckay.jpg," Feb 22, 1983 (38 years) "," Melbourne, Victoria ", 1.94 m , Bowler , Right Handed Bat , Right-arm fast-medium 
1647,Dirk Nannes,/a/img/v1/152x152/i1/c154686/dirk-nannes.jpg," May 16, 1976 (45 years) "," Mount Waverly, Melbourne, Victoria ", 1.88 m , Bowler , Right Handed Bat , Left-arm fast 
1648,Rob Quiney,/a/img/v1/152x152/i1/c182026/rob-quiney.jpg," Aug 20, 1982 (39 years) "," Brighton, Victoria ", 1.93 m , Batsman , Left Handed Bat , Right-arm medium 
1649,Matthew Wade,/a/img/v1/152x152/i1/c156205/matthew-wade.jpg," Dec 26, 1987 (33 years) "," Hobart, Tasmania ", 1.70 m , WK-Batsman , Left Handed Bat ," Australia, Victoria, Delhi Capitals, Melbourne Stars, Australians, Melbourne Renegades, Australia A, Warwickshire, Tasmania, Hobart Hurricanes, Cummins XI, Finch XI, Saint Lucia Kings "
1651,Yusuf Abdulla,/a/img/v1/152x152/i1/c182026/yusuf-abdulla.jpg," Jan 17, 1983 (38 years) "," Johannesburg, Transvaal ", -- , Batting Allrounder , Left Handed Bat , Left-arm fast-medium 
1656,Imraan Khan,/a/img/v1/152x152/i1/c157718/imraan-khan.jpg," Apr 27, 1984 (37 years) "," Durban, Natal ", -- , Batsman , Left Handed Bat , Right-arm offbreak 
1666,Heino Kuhn,/a/img/v1/152x152/i1/c157559/heino-kuhn.jpg," Apr 01, 1984 (37 years) ", Piet Retief , -- , WK-Batsman , Right Handed Bat ," South Africa, Titans, South Africa A, Nelson Mandela Bay Stars, Kent, Nelson Mandela Bay Giants, Dhaka Dynamites "
1669,Roelof van der Merwe,/a/img/v1/152x152/i1/c155976/roelof-van-der-merwe.jpg," Dec 31, 1984 (36 years) "," Johannesburg, Transvaal ", -- , Bowling Allrounder , Right Handed Bat , Left-arm orthodox 
